0.848323,0.636372
0.75173,0.574513
0.713421,0.562541
0.767097,0.646304
0.908047,0.499718
0.937331,0.556408
0.770325,0.525683
0.981001,0.700533
0.942769,0.69154
0.988754,0.62137
0.925301,0.613728
0.978194,0.558155
0.913851,0.771299
0.880843,0.558989
0.835774,0.719083
0.82365,0.765952
0.792072,0.57529
0.773164,0.700519
0.800662,0.505725
0.710028,0.610774
0.993049,0.658437
0.835212,0.536722
0.959695,0.477835
0.973172,0.74689
0.9992,0.49917
0.881459,0.714068
0.851274,0.474098
0.976768,0.902158
0.950069,0.866845
0.853947,0.832151
0.878441,0.752683
0.856895,0.791655
0.90122,0.876421
0.914374,0.809091
0.883348,0.608742
0.662584,0.492539
0.849137,0.43114
0.811068,0.45559
0.699087,0.46471
0.729997,0.430427
0.72337,0.778627
0.805026,0.865533
0.767329,0.768947
0.744843,0.733526
0.793083,0.823544
0.737797,0.677449
0.926279,0.433108
0.842808,0.354377
0.764678,0.328123
0.891811,0.406453
0.712492,0.514176
0.742808,0.383018
0.802087,0.325424
0.892658,0.45764
0.909658,0.361828
0.97352,0.830364
0.873199,0.670352
0.661802,0.337736
0.684935,0.276857
0.865544,0.181658
0.749446,0.215292
0.882224,0.229248
0.92989,0.247817
0.720945,0.34662
0.798554,0.242567
0.650095,0.374621
0.887722,0.272542
0.766645,0.47078
0.83682,0.98603
0.891101,0.995179
0.987706,0.785157
0.969998,0.956717
0.775358,0.932055
0.800631,0.669043
0.80889,0.414655
0.608383,0.505383
0.626824,0.422309
0.843003,0.576269
0.841505,0.935423
0.923419,0.936998
0.7309,0.881346
0.88334,0.936433
0.695216,0.838744
0.641561,0.803403
0.677372,0.688334
0.757766,0.849362
0.665589,0.770635
0.625495,0.722557
0.799821,0.622503
0.766847,0.998674
0.706102,0.985622
0.705138,0.930989
0.988954,0.438414
0.676817,0.545623
0.711291,0.718713
0.978766,0.376781
0.885186,0.322616
0.705228,0.218399
0.758506,0.134976
0.649815,0.188943
0.900249,0.155586
0.792291,0.161537
0.812691,0.0942998
0.846544,0.12751
0.669993,0.618919
0.826757,0.211482
0.745769,0.269794
0.791908,0.0477298
0.669278,0.121503
0.748924,0.0171627
0.850798,0.0574061
0.709726,0.0679038
0.642714,0.0367225
0.84469,0.259984
0.519025,0.174925
0.748159,0.0642324
0.592735,0.158437
0.695571,0.00636025
0.564967,0.0965081
0.998315,0.156911
0.988896,0.300055
0.956326,0.195871
0.899507,0.0730628
0.921894,0.109381
0.924828,0.654694
0.500159,0.472768
0.451967,0.51221
0.589304,0.377993
0.683405,0.4123
0.480318,0.418721
0.517111,0.543899
0.579515,0.582712
0.55096,0.429349
0.975307,0.0409813
0.950275,0.0809302
0.986052,0.106858
0.712063,0.134654
0.559958,0.735415
0.547532,0.924591
